형태소,품사,분류,카운트
!,Punctuation,"its crazy how his most """"famous"""" songs are joah - the lovely mellow romantic song and then you have mommae - which is on the opposite end of the spectrum XD go get it jay!",1
!,Punctuation,joder! no hay nadie mas sexy y mas tremendo que Jay Park lol,1
!,Punctuation,love how he always take off his shirt. So hot!,1
!,Punctuation,me va a dar algo con este vídeo! ❤,1
!,Punctuation,검은색옷 아는사람!,1
!,Punctuation,남자가 봐도 간지난다 ㅋㅋㅋㅋ 아이돌 처럼 어색하게 비보이 하는거도 아닌 리얼 비보이 아이돌처럼 겉멋 근육 아닌 리얼 오래숙련된 근육 춤도 잘추고 노래도 잘하고 모든게 리얼 간지남!,1
!,Punctuation,"독서실인거 까먹고 으악!해버림,,",1
!,Punctuation,맨날 벗으면 감기걸려요!,1
!,Punctuation,박재범 멋있네요!,1
!,Punctuation,부럽다 헬스장 다닐건데 박재범형 같이 돼고 싶다! 형 멋져요!,2
!,Punctuation,비투비 사랑해!오빠들,1
!,Punctuation,사대장!,1
!,Punctuation,여자들 난이가난네..  환호성장난아니네!,1
!,Punctuation,으이!으이!,2
!,Punctuation,재범 오빠 찌찌 파티!,3
!,Punctuation,정글은 저튜브!👍,1
!,Punctuation,정순이는고구마안먹었어!,1
!,Punctuation,찌! 찌! 파! 티!,4
!,Punctuation,찌찌 파티! 찌찌 파티!,2
!,Punctuation,찌찌파티!,1
!,Punctuation,찌찌파티!찌찌파티!,2
!,Punctuation,티티파찌!,1
!,Punctuation,하트하나하나 다해주시넼 ㅋㅋㅋ수고하십니다!,1
!!,Punctuation,(남자임) 재범 오빠 찌찌파티 !!♥,1
!!,Punctuation,"1017,""He’s so hot, me encantaaa!! ❤️😍 saludos desde Puerto Rico 🇵🇷""",1
!!,Punctuation,"1019,""Awwwwww!! He is so (I dont know how to say it ) ehh sexy?😄",1
!!,Punctuation,"1068,찌찌파티 찌찌파티!!",1
!!,Punctuation,1:15 this part always gets me. :P unf!!,1
!!,Punctuation,2년전 영상인데 일일이 하트주시네 대박!! 잘보고가용,1
!!,Punctuation,"557,(남자임) 재범 오빠 찌찌파티 !!♥",1
!!,Punctuation,"621,재범 오빠 찌찌파티!!",1
!!,Punctuation,"674,2년전 영상인데 일일이 하트주시네 대박!! 잘보고가용",1
!!,Punctuation,"692,재범오빠 찌찌파티!!",1
!!,Punctuation,"787,1:15 this part always gets me. :P unf!!",1
!!,Punctuation,Awwwwww!! He is so (I dont know how to say it ) ehh sexy?😄,1
!!,Punctuation,"He’s so hot, me encantaaa!! ❤️😍 saludos desde Puerto Rico 🇵🇷",1
!!,Punctuation,THE VLOG SQUAD'S ROAST OF JASON NASH!!,1
!!,Punctuation,재범 오빠 찌찌파티!!,1
!!,Punctuation,재범오빠 찌찌파티!!,1
!!,Punctuation,찌찌파티 찌찌파티!!,1
!!!,Punctuation,"1151,남자가봐도 멋찌네 !!!",1
!!!,Punctuation,"1229,찌!!!찌!!!파!!!티ㅣ!!!!!~~~♥♥♥",3
!!!,Punctuation,"134,Uuuuf está fuertisimo el amigo!!! 😼Unas ganas de pasar mis manitos por ese abdomen! 😈",1
!!!,Punctuation,"1446,난 자꾸 옷있을때 목걸이 2개였다가 벗으니까 1개가 된게 왜이리 신경쓰이지 ㅋㅋㅋㅋ 목걸이 하나 어디갔어!!! ㅋㅋㅋ",1
!!!,Punctuation,1:48 여기여기!!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
!!!,Punctuation,"228,OMG!!!",1
!!!,Punctuation,"252,So sexy!!!",1
!!!,Punctuation,"281,""공연고파 뒤지것어!!!",1
!!!,Punctuation,"371,1:48 여기여기!!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
!!!,Punctuation,"483,영상보니까 공연가고싶네요ㅠㅠㅠ 2년전에 콘서트갔다가 무슨 팬서비스 해주는데 우연찮게 지나가다가 박재범 팔꿈치 만진적있음...ㅋㅋㅋㅋㅋㅋ 작년엔 못갔지만 이번년도엔 꼭 공연 갈거예요!!!",1
!!!,Punctuation,"566,야..야하잖아!!!",1
!!!,Punctuation,"626,찌찌 파티!!!",1
!!!,Punctuation,"947,하도 광고를 해대니까 궁금해서 들어가본다!!! 마카롱티비 별거없기만 해봐",1
!!!,Punctuation,OMG!!!,1
!!!,Punctuation,So sexy!!!,1
!!!,Punctuation,Uuuuf está fuertisimo el amigo!!! 😼Unas ganas de pasar mis manitos por ese abdomen! 😈,1
!!!,Punctuation,"ya todos sabemos que pasa desp que se quita la ropa, es mommae time!!!",1
!!!,Punctuation,공연고파 뒤지것어!!!,1
!!!,Punctuation,난 자꾸 옷있을때 목걸이 2개였다가 벗으니까 1개가 된게 왜이리 신경쓰이지 ㅋㅋㅋㅋ 목걸이 하나 어디갔어!!! ㅋㅋㅋ,1
!!!,Punctuation,남자가봐도 멋찌네 !!!,1
!!!,Punctuation,야..야하잖아!!!,1
!!!,Punctuation,영상보니까 공연가고싶네요ㅠㅠㅠ 2년전에 콘서트갔다가 무슨 팬서비스 해주는데 우연찮게 지나가다가 박재범 팔꿈치 만진적있음...ㅋㅋㅋㅋㅋㅋ 작년엔 못갔지만 이번년도엔 꼭 공연 갈거예요!!!,1
!!!,Punctuation,찌!!!찌!!!파!!!티ㅣ!!!!!~~~♥♥♥,3
!!!,Punctuation,찌찌 파티!!!,1
!!!,Punctuation,하도 광고를 해대니까 궁금해서 들어가본다!!! 마카롱티비 별거없기만 해봐,1
!!!!,Punctuation,"1342,???:재봄오빠 찌찌파티!!!!",1
!!!!,Punctuation,"647,갖고싶다 재범!!!!",1
!!!!,Punctuation,"669,Le roi du twerk !!!!tellement belle fesse",1
!!!!,Punctuation,"998,I SWEAR HE IS NOT A HUMAN HE IS THE GOD OF SEXYNESS!!!! ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️",1
!!!!,Punctuation,???:재봄오빠 찌찌파티!!!!,1
!!!!,Punctuation,I SWEAR HE IS NOT A HUMAN HE IS THE GOD OF SEXYNESS!!!! ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️,1
!!!!,Punctuation,Le roi du twerk !!!!tellement belle fesse,1
!!!!,Punctuation,갖고싶다 재범!!!!,1
!!!!!,Punctuation,"312,재봄오빵 찌찌퐈리!!!!!",1
!!!!!,Punctuation,재봄오빵 찌찌퐈리!!!!!,1
!!!!!!,Punctuation,0:08 AHORA EL PANTALÓN!!!!!!,1
!!!!!!,Punctuation,"105,0:08 AHORA EL PANTALÓN!!!!!!",1
!!!!!!,Punctuation,"1410,VÊM PRO BRASILLL!!!!!!",1
!!!!!!,Punctuation,VÊM PRO BRASILLL!!!!!!,1
!!!!!!!!,Punctuation,"931,엄마가 옷 뒤집어서 벗지 말랬지!!!!!!!!",1
!!!!!!!!,Punctuation,엄마가 옷 뒤집어서 벗지 말랬지!!!!!!!!,1
!!!!!!!!!!!!!!!!,Punctuation,"1282,아앙아아아아아아앙아ㅏ아ㅏ아ㅏㅏㅏㅏㅏ!!!!!!!!!!!!!!!!찌찌파뤼!!!!!!!!!!!!!!!!!!!!!!",1
!!!!!!!!!!!!!!!!,Punctuation,아앙아아아아아아앙아ㅏ아ㅏ아ㅏㅏㅏㅏㅏ!!!!!!!!!!!!!!!!찌찌파뤼!!!!!!!!!!!!!!!!!!!!!!,1
!!!!!!!!!!!!!!!!!!!!!!,Punctuation,"1282,아앙아아아아아아앙아ㅏ아ㅏ아ㅏㅏㅏㅏㅏ!!!!!!!!!!!!!!!!찌찌파뤼!!!!!!!!!!!!!!!!!!!!!!",1
!!!!!!!!!!!!!!!!!!!!!!,Punctuation,아앙아아아아아아앙아ㅏ아ㅏ아ㅏㅏㅏㅏㅏ!!!!!!!!!!!!!!!!찌찌파뤼!!!!!!!!!!!!!!!!!!!!!!,1
!!!!!~~~,Punctuation,"1229,찌!!!찌!!!파!!!티ㅣ!!!!!~~~♥♥♥",1
!!!!!~~~,Punctuation,찌!!!찌!!!파!!!티ㅣ!!!!!~~~♥♥♥,1
"!!!""",Punctuation,"551,""ya todos sabemos que pasa desp que se quita la ropa, es mommae time!!!""",1
"!""",Punctuation,"138,""its crazy how his most """"famous"""" songs are joah - the lovely mellow romantic song and then you have mommae - which is on the opposite end of the spectrum XD go get it jay!""",1
"!""",Punctuation,"450,""if i was there, i would have died..so hot!""",1
!*,Punctuation,*Diga n as camisetas!*😂,1
!*,Punctuation,"*Diga n as camisetas!*😂""",1
"""",Punctuation," .......핳""",1
"""",Punctuation," happy birthday jay park🎂🎉""",1
"""",Punctuation,"*Diga n as camisetas!*😂""",1
"""",Punctuation,"1017,""He’s so hot, me encantaaa!! ❤️😍 saludos desde Puerto Rico 🇵🇷""",1
"""",Punctuation,"1030,""🇧🇷Goxtoooso, cremoso 🇧🇷""",1
"""",Punctuation,"1033,""Ohhh~ , Hot🔥""",1
"""",Punctuation,"1059,""His face says baby im yours, his body says your mine, his voice says ima take you right here right now""",1
"""",Punctuation,"1094,""씹선비로써는 가사,옷벗기 놀랍다.. 근데 저것도 박재범이닉간 소화가능한거겠찌""",1
"""",Punctuation,"1129,""oof it's so sad how everyone was just focusing to film it instead of enjoying the night and the song, the crowd was a little dead but idk just my opinion""",1
"""",Punctuation,"1153,""영어도 잘하고,,,, 자기하고픈 음악하고,,, 부럽다""",1
"""",Punctuation,"1201,""목걸이가 두개에서 옷을 벗고 하나가 되었다,,,ㅜ""",1
"""",Punctuation,"1204,""Mano eu juro ki ouvi """"OBRIGADO"""" no começo""",1
"""",Punctuation,"1360,""박재범 몸매가사는 죽기전에 관에서도 말할 수 있을듯.,,,, ㄹㅇ 겁나 많이 불렀네""",1
"""",Punctuation,"145,""The last song, is like, he is checking for a """"V"""" to have a good night with.  GENIUS JAY""",1
"""",Punctuation,"162,""1:22 and everytime he turns around I can see those back dimples, my gaaaaah""",1
"""",Punctuation,"165,""Агонь,просто супер 😍""",1
"""",Punctuation,"167,""I could watch Jay park twerk all day, everyday til the day I die""",1
"""",Punctuation,"240,""— Ah, King King Jay es tan talentoso y hermoso. 🌚""",1
"""",Punctuation,"27,""I swear whenever this song come up, he takes off his shirt""",1
"""",Punctuation,"36,""살이 좀 붙었을때라서 더 간지남 ,,, 벌크업된 느낌""",1
"""",Punctuation,"453,""1:40 경호원 분ㅋㅋㅋㅋ 므흣하게 웃고 계심ㅋㅋㅋㅋㅋ 약간 오ㅎ,, 눈호강,,, 개꿀 이런느낌""",1
"""",Punctuation,"487,""Так... Это тот, который участвовал в американском шоу талантов?  Если да, то я труп""",1
"""",Punctuation,"50,""when jay park takes off his shirt, you know it’s going down""",1
"""",Punctuation,"681,""He's changing cloth there... 😋😋😋What am I my jhope, jimin, did this.... I'll be 💀💀💀💀💀 dead""",1
"""",Punctuation,"74,""1:26 I'm recommend """"kuay"""" This is bad word in thai it mean penis ควย please remember this is bad word in thai haha🤣 but if you sing it not problem""",1
"""",Punctuation,"763,""I’m laughing at the security guards lol, they’re like wtf. And the cameraman looks so thirsty haha 😂😂😂""",1
"""",Punctuation,"77,""남자, 여자 통틀어 아직 박재범보다 섹시한 래퍼를 못봤누""",1
"""",Punctuation,"78,""minha pressão até caiu, que homem maravilhoso plmds""",1
"""",Punctuation,"86,""Manly twerk, i didnt know that was evn possible until Jay""",1
"""",Punctuation,"946,""유일하게 벗은 몸이 섹시한 남자, 빡 사장님""",1
"""",Punctuation,"@ Jay Park""",1
"""",Punctuation,"Amém""",1
"""",Punctuation,"Es tan sexi,hermoso alv es perfecto 😍""",1
"""",Punctuation,"I LOVE HIM😍😍😍😍😍😍""",1
"""",Punctuation,"LATINOAMÉRICA: NORMAL""",1
"""",Punctuation,"MASHITA"""" KKKKKKKKKKKKKK""",1
"""",Punctuation,"Paramédicos : vió este video  tubo derrame nasal y se desmayó""",1
"""",Punctuation,"REPLY""",1
"""",Punctuation,"RUDE""",1
"""",Punctuation,"https://www.youtube.com/user/TheJCMOH""",1
"""",Punctuation,"me : had cardiac arrest on the spot""",1
"""",Punctuation,"wtf""",1
"""",Punctuation,"your welcome 😉""",1
"""",Punctuation,"ㅇ..하......ㅠㅠㅠㅜ미쳐따""",1
"""",Punctuation,"ㅋㅋㅋㅋ""",1
"""",Punctuation,"ㅎㅎ😍""",1
"""",Punctuation,"ㅐ요 오빠 몸매 미쳤어요ㅠㅠ항ㅇ아ㅠ""",1
"""",Punctuation,"같은 남자가 맞나 싶다 """,1
"""",Punctuation,"개좋아짐""",1
"""",Punctuation,"게이 될 것 같아""",1
"""",Punctuation,"까던대 ㅋㅋ""",1
"""",Punctuation,"남자가 반하면 안되는데ㅡㅡ""",1
"""",Punctuation,"남자도 가슴이 커야 몸이 이쁜듯""",1
"""",Punctuation,"내가추면 신들린 무당연기""",1
"""",Punctuation,"눙물의 옥타곤ㅠㅠ""",1
"""",Punctuation,"대박""",1
"""",Punctuation,"드럽게 야하네""",1
"""",Punctuation,"멋있다""",1
"""",Punctuation,"몸매 부를때마다 벗어야되는데 운동을 매일해야겠누...ㅋㅋㅋ""",1
"""",Punctuation,"몸매보다 진짜는 수트입고 춤춘 이영상임 꼭 보셍 이게 왜 안뜨는지 모르겠음""",1
"""",Punctuation,"몸은 좋은데 계속보니 약간 더럽기도하다 ㅋㅋㅋㅋㅋㅋ""",1
"""",Punctuation,"문신의 제대로된 예시를 보는듯한""",1
"""",Punctuation,"미치겠네""",1
"""",Punctuation,"박재범같이 몸좋은 남자가 다 찢어발기고 섹시하게 춤추는 걸 훨씬 좋아한다는 걸 알 수 있다""",1
"""",Punctuation,"반함""",1
"""",Punctuation,"블랙넛:아ㅅㅂ 또이러네""",1
"""",Punctuation,"뺨 조심해""",1
"""",Punctuation,"사랑한다구""",1
"""",Punctuation,"사랑해요 [재범이형] 덜렁""",1
"""",Punctuation,"색깔 너무좋은데 제스타일인데""",1
"""",Punctuation,"솔로로 활동하는 게 정말 신의 한 수다""",1
"""",Punctuation,"아물론 얼굴이 잘생겨서 다됨 재범인""",1
"""",Punctuation,"얼굴도 제일 귀엽다""",1
"""",Punctuation,"와 진짜 눈물날정도로 섹시하다 하ㅠㅠㅠㅠ ㅁㅊ""",1
"""",Punctuation,"와우~~~😁🤭😘👍👍""",1
"""",Punctuation,"요기 좋아요 눌러""",1
"""",Punctuation,"욕하지마요..울꺼임""",1
"""",Punctuation,"재범오빠 읍읍파티가 뭐지 생각했었는데""",1
"""",Punctuation,"제 주변 문신한사람들은 팔목에 해도 아프고 관리힘들다했는데""",1
"""",Punctuation,"제이팍 섹시 그 자체""",1
"""",Punctuation,"진짜 너무 좋다""",1
"""",Punctuation,"철구의 '빼앵얚ㅋ얚' 스텝이네""",1
"""",Punctuation,"초이스 ㅈㄴ 잘하신거같음""",1
"""",Punctuation,"축구선수가 다리 근육 발달하고 격투기선수가 등근육 위주로 발달하듯이 각자 운동 목적과 방식에 따라 만들어지는 몸은 다른거지. 꼭 웨이트로 만드는 보디빌딩 몸매만 인정해주고 다른 유형의 몸들은 깍아내리는건 뭐임?? 하다못해 보디빌딩도 분야가 다양한데""",1
"""",Punctuation,"쿰척쿰척""",1
"""",Punctuation,"키보다도 큰 포부와 능력을 가진 박재범""",1
"""",Punctuation,"하ㅜ 사랑해ㅠ""",1
"""",Punctuation,"헬창되고나니.. 그래도 몸좋네""",1
"""",Punctuation,"형 사랑해 하앍 ❤❤""",1
"""""",Punctuation,"1204,""Mano eu juro ki ouvi """"OBRIGADO"""" no começo""",2
"""""",Punctuation,"138,""its crazy how his most """"famous"""" songs are joah - the lovely mellow romantic song and then you have mommae - which is on the opposite end of the spectrum XD go get it jay!""",2
"""""",Punctuation,"145,""The last song, is like, he is checking for a """"V"""" to have a good night with.  GENIUS JAY""",2
"""""",Punctuation,"148,""2:08 even the cameraman be like """"Damn, I'm gay now"""" haha we feel u.""",2
"""""",Punctuation,"1:26 I'm recommend """"kuay"""" This is bad word in thai it mean penis ควย please remember this is bad word in thai haha🤣 but if you sing it not problem",2
"""""",Punctuation,"224,""The security guard is like """"wtf is happening here/I'm gay""""""",1
"""""",Punctuation,"2:08 even the cameraman be like """"Damn, I'm gay now"""" haha we feel u.",2
"""""",Punctuation,"61,""jay park : points at me """"u so sexy girl"""" ",2
"""""",Punctuation,"74,""1:26 I'm recommend """"kuay"""" This is bad word in thai it mean penis ควย please remember this is bad word in thai haha🤣 but if you sing it not problem""",2
"""""",Punctuation,"825,""재범이형 볼 때마다 머리속에서 """"재범 오빠 찌찌파티"""" ",2
"""""",Punctuation,"917,""자칫하면 성희롱 될까봐 참는데 공연장에 있는 팬분들의 """"멋있다"""" 이게 너무 내 마음이야...""",2
"""""",Punctuation,"MASHITA"""" KKKKKKKKKKKKKK",1
"""""",Punctuation,"MASHITA"""" KKKKKKKKKKKKKK""",1
"""""",Punctuation,"Mano eu juro ki ouvi """"OBRIGADO"""" no começo",2
"""""",Punctuation,"The last song, is like, he is checking for a """"V"""" to have a good night with.  GENIUS JAY",2
"""""",Punctuation,"The security guard is like """"wtf is happening here/I'm gay""""",2
"""""",Punctuation,"YOU GO BOYYYYY""""",1
"""""",Punctuation,"[HOT] 라디오스타 - 박재범, 키스실력 질문에 """"끝내줘요"""" 자신만만 20130717",2
"""""",Punctuation,"its crazy how his most """"famous"""" songs are joah - the lovely mellow romantic song and then you have mommae - which is on the opposite end of the spectrum XD go get it jay!",2
"""""",Punctuation,"jay park : points at me """"u so sexy girl"""" ",2
"""""",Punctuation,"자칫하면 성희롱 될까봐 참는데 공연장에 있는 팬분들의 """"멋있다"""" 이게 너무 내 마음이야...",2
"""""",Punctuation,"재범이형 볼 때마다 머리속에서 """"재범 오빠 찌찌파티"""" ",2
"""""""",Punctuation,"224,""The security guard is like """"wtf is happening here/I'm gay""""""",1
"""""""",Punctuation,"YOU GO BOYYYYY""""""",1
"""#jaypark",Hashtag,"1,""#jaypark #mommae #박재범 #몸매 #aomg #rocnation",1
"""https://youtu.be/MP66bIp5FUg",URL,"129,""https://youtu.be/MP66bIp5FUg",1
#aomg,Hashtag,#jaypark #mommae #박재범 #몸매 #aomg #rocnation,1
#aomg,Hashtag,"1,""#jaypark #mommae #박재범 #몸매 #aomg #rocnation",1
#jaypark,Hashtag,#jaypark #mommae #박재범,1
#jaypark,Hashtag,#jaypark #mommae #박재범 #몸매 #aomg #rocnation,1
#mommae,Hashtag,#jaypark #mommae #박재범,1
#mommae,Hashtag,#jaypark #mommae #박재범 #몸매 #aomg #rocnation,1
#mommae,Hashtag,"1,""#jaypark #mommae #박재범 #몸매 #aomg #rocnation",1
#rocnation,Hashtag,#jaypark #mommae #박재범 #몸매 #aomg #rocnation,1
#rocnation,Hashtag,"1,""#jaypark #mommae #박재범 #몸매 #aomg #rocnation",1
#몸매,Hashtag,#jaypark #mommae #박재범 #몸매 #aomg #rocnation,1
#몸매,Hashtag,"1,""#jaypark #mommae #박재범 #몸매 #aomg #rocnation",1
#박재범,Hashtag,#jaypark #mommae #박재범,1
#박재범,Hashtag,#jaypark #mommae #박재범 #몸매 #aomg #rocnation,1
#박재범,Hashtag,"1,""#jaypark #mommae #박재범 #몸매 #aomg #rocnation",1
&,Punctuation,"1183,키 작아도 멋잇는 남자 이민우 & 박재범",1
&,Punctuation,"310,he already looked hot in that black shirt & hotter without it 💓",1
&,Punctuation,"797,OMG he's sooooo sexy & hot hot hot jay iluv u",1
&,Punctuation,Hershane & Jannah,1
&,Punctuation,OMG he's sooooo sexy & hot hot hot jay iluv u,1
&,Punctuation,he already looked hot in that black shirt & hotter without it 💓,1
&,Punctuation,show me the money6 [4회] TEAM 박재범 & 도끼 @ 프로듀서 특별공연 170721 EP.4,1
&,Punctuation,키 작아도 멋잇는 남자 이민우 & 박재범,1
',Punctuation,'박재범 몸매 보러 갈게' 맞는 말이긴 한뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
',Punctuation,"1025,I think Jay is super hot but something in me feels like he's really narcissistic",1
',Punctuation,"1048,I'M OVER HERE",1
',Punctuation,"1054,I'm glad he left 2pm",1
',Punctuation,"1111,Jay is thiccc...with 3 c's...",1
',Punctuation,"1120,If your bringing me to a concert and it's not like this than don't bother to bring me✌",2
',Punctuation,"1129,""oof it's so sad how everyone was just focusing to film it instead of enjoying the night and the song, the crowd was a little dead but idk just my opinion""",1
',Punctuation,"1132,There was no reason to take his shirt off ... But I'm glad he did",1
',Punctuation,"1150,i can't with the bouncer/bodyguard looking at him like judging him hahaha",1
',Punctuation,"1191,i'm pregnat",1
',Punctuation,"1211,1:41 the bodyguard's taking notes from Jay",1
',Punctuation,"127,I couldn't concentrate on the lyrics as he was shirtless.",1
',Punctuation,"1386,His hips don't lie",1
',Punctuation,"1475,I don't see anybody dancing ... only holding cameras ... that's too bad he's right in front of you why put a phone between you and him",3
',Punctuation,"1476,""i was a fan of khiphop, but now i realize how everyone is trying to prove something and how they're actually dumb.....""",1
',Punctuation,"148,""2:08 even the cameraman be like """"Damn, I'm gay now"""" haha we feel u.""",1
',Punctuation,"1487,""크 여자들의 성희롱이 넘치는구만... 반대로 남자들이 여자몸 어쩌고 했으면 '성희롱', '성 상품화', '성감수성 부족' 이랬겠지 ㅎㅎ?""",4
',Punctuation,"1490,엄한 놈한테 뺨맞고 찍소리 못하고 어디가서 '힙합' 이라고는 하지말자",2
',Punctuation,"177,When he thinks he's Shakira at @0:55 😂",1
',Punctuation,"180,I can't breath 😭",1
',Punctuation,"184,He's looking like Mark from got7",1
',Punctuation,"1:26 I'm recommend """"kuay"""" This is bad word in thai it mean penis ควย please remember this is bad word in thai haha🤣 but if you sing it not problem",1
',Punctuation,1:41 the bodyguard's taking notes from Jay,1
',Punctuation,"205,Feeling like he's drunk 😂😂😂jay always impress us 😚😚",1
',Punctuation,"224,""The security guard is like """"wtf is happening here/I'm gay""""""",1
',Punctuation,"269,I'm done",1
',Punctuation,"280,'박재범 몸매 보러 갈게' 맞는 말이긴 한뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
',Punctuation,2:08 even the camera man knows he's hot.,1
',Punctuation,"2:08 even the cameraman be like """"Damn, I'm gay now"""" haha we feel u.",1
',Punctuation,"309,I'm thirsty ☕🐸",1
',Punctuation,"31,i'll never live everytime i see fancams of mommae 🤧",1
',Punctuation,"516,""If you got it, flaunt it... That body with those  tatoos. 😳😳😳 topless performances should be a pre-requisite for all male kpop artists... Don't you think? 😅 sorry Imma perv...""",1
',Punctuation,"53,he really be built like he's sculpted by the highest gods",1
',Punctuation,"57,He's literally so sexy wearing that turtleneck wtd",1
',Punctuation,"654,He's freaking hot",1
',Punctuation,"681,""He's changing cloth there... 😋😋😋What am I my jhope, jimin, did this.... I'll be 💀💀💀💀💀 dead""",2
',Punctuation,"686,2:08 even the camera man knows he's hot.",1
',Punctuation,"74,""1:26 I'm recommend """"kuay"""" This is bad word in thai it mean penis ควย please remember this is bad word in thai haha🤣 but if you sing it not problem""",1
',Punctuation,"797,OMG he's sooooo sexy & hot hot hot jay iluv u",1
',Punctuation,Can't live without BTS I love myself,1
',Punctuation,Feeling like he's drunk 😂😂😂jay always impress us 😚😚,1
',Punctuation,Han Ye-seul and Jay Park's 100% real talk / BROKEN GPS (ENG SUB),1
',Punctuation,"He's changing cloth there... 😋😋😋What am I my jhope, jimin, did this.... I'll be 💀💀💀💀💀 dead",2
',Punctuation,He's freaking hot,1
',Punctuation,He's literally so sexy wearing that turtleneck wtd,1
',Punctuation,He's looking like Mark from got7,1
',Punctuation,His hips don't lie,1
',Punctuation,I can't breath 😭,1
',Punctuation,I couldn't concentrate on the lyrics as he was shirtless.,1
',Punctuation,I don't see anybody dancing ... only holding cameras ... that's too bad he's right in front of you why put a phone between you and him,3
',Punctuation,I think Jay is super hot but something in me feels like he's really narcissistic,1
',Punctuation,I'M OVER HERE,1
',Punctuation,I'm done,1
',Punctuation,I'm glad he left 2pm,1
',Punctuation,I'm thirsty ☕🐸,1
',Punctuation,"If you got it, flaunt it... That body with those  tatoos. 😳😳😳 topless performances should be a pre-requisite for all male kpop artists... Don't you think? 😅 sorry Imma perv...",1
',Punctuation,If your bringing me to a concert and it's not like this than don't bother to bring me✌,2
',Punctuation,Jay is thiccc...with 3 c's...,1
',Punctuation,"Loco, Hwasa (MAMAMOO) - Don't (Above Live) (ENG / CHN)",1
',Punctuation,Me - fights everyone around me while I'm screaming out to Jay,2
',Punctuation,Nevermind ... I'll take whatever logic you have right now. Kyaaaaaa~,2
',Punctuation,OMG he's sooooo sexy & hot hot hot jay iluv u,1
',Punctuation,THE VLOG SQUAD'S ROAST OF JASON NASH!!,1
',Punctuation,"The security guard is like """"wtf is happening here/I'm gay""""",1
